All,Paid,Not_Paid
d07c3adf-d0c2-4d4f-a90c-cd0cb8a1ddbe,,
d563438c-fa58-4aef-b23b-d29972a9a170,,
fbf72afe-42c8-458c-9903-b938b51e7415,,
ba7937d4-b1bf-45d1-b6b3-2a5a834366ee,,
dab07ede-c7e3-4932-9831-c7c4586b9c38,,
ef7ea19a-9c85-4df2-8d0f-bc74157f6f9d,,
f0fa8d1a-9f54-48fe-8c34-d1428b4c33a7,,
f88b94f5-ed46-4b23-8a96-b400aa99fb08,,
d679e2b7-3d60-48a6-a7b8-e08701572a16,,
e5990665-0a87-43f8-aaf4-c5d1587d6215,,
f3032ec3-76c4-41e5-9a4e-6649a78269c6,,
b4f3ed67-0bbd-4d3a-b87e-6cab8df9bbab,,
c0db375b-1b52-4028-9db4-228785d47153,,
d9399ec9-4e0c-4088-aea1-73faa11f6349,,
f34faec2-c580-4601-8b14-4c00e6a963bd,,
fad23010-9877-416b-af31-6047de930bef,,
01f4d00f-9302-47de-9d7a-5ee17052527f,,
4da7386f-671d-4e17-b661-a2bd6932e78e,,
5e01b634-1c1f-4cbc-aa8a-30ac71b19e81,,
6ee35eb9-f997-4194-8e2b-eb69b901e626,,
733d8cf7-da80-4b3e-b6eb-09ce286591fb,,
7440ca49-bbe4-4bcd-84b2-e36d7c2ee944,,
87d243ab-fda4-4745-be65-09852663e4bc,,
8ce939a6-b88c-4b6d-8494-dc9f772154c6,,
aff36e0c-7e87-4eec-8f99-27b79a3620bf,,
23755b98-7842-4c0f-8b7c-cb2cb794b660,,
38c01b4d-315f-4548-90cb-b21d601fcc28,,
526efe9d-feb1-4710-b518-78567cdf6360,,
67814e30-ea0a-4c78-92c5-142d88aca240,,
810243d1-f2ee-49f9-b627-d87842f5ee13,,
aa865f8f-5abe-4164-ac4e-85d23ca46392,,
70dbc92c-1572-42e7-9cc3-2c12a3539952,,
2ffac9e8-9c6a-4152-aea9-e39e3afb59ad,,
3ae74086-7310-45d3-a720-5cb2f99bdcc1,,
4227be34-a4e5-42e3-8bcc-b51bd4075127,,
6d221beb-fa80-4cd1-ac6f-47becd08051a,,
8af259b2-8594-49a1-a359-76d87ab17341,,
900e3839-9878-4d88-a331-d4070e627a1c,,
a43507b1-5c18-465a-859b-2e6b51ea1a19,,
3ef2f543-1a54-4569-9a04-890fbee6d2e0,,
44fe2d33-0978-471d-804a-b92404b8084b,,
029f2f54-43cc-4a59-9151-fe5a5da818b4,,
1a7d01e2-d8bd-4404-b42f-511472a4f811,,
25ef2a5c-88a8-4ca8-ab07-7f6ff16109cc,,
3ec33e25-ea80-417d-a90b-a1d748fd15e7,,
3fa3d5cc-e634-46d4-a564-b3d9d204b846,,
028aecb4-0375-4e51-91d1-de5a7546b8be,,
1c7da845-521c-456c-966e-b3db429e7f9c,,
38059ff6-f9c9-49f7-bc00-4c2ce4845944,,
48499fce-7740-49f3-8221-ad95786e9487,,
4c3cdcc3-0c3e-47eb-a855-4af914a6c9ca,,
6b723b3c-34e0-478d-a303-34d3036266f5,,
2096e604-80be-4718-a3a3-03f7320aca6f,,
72fd759c-6b21-4d63-8667-1cfcf044efbb,,
8119113f-f566-41e6-8f0d-c364d69cffc4,,
828637ec-35f9-47e2-969c-0ae9897b669b,,
a07e8738-b8b5-4a90-b48c-70596fe85073,,
a1afbb16-1237-472e-b024-6ddb1d991d54,,
ba2f5ee4-092e-4342-96c1-5ca8159ddc0f,,
de47999f-d98a-483c-894b-273e81c1775f,,
7f5dcde9-80fd-4371-830a-59632f4b8124,,
80920585-e11f-49b6-8d73-7a76c397fff2,,
a1ba3997-9bcd-4dd9-a4df-7dd620a6d8b1,,
a67f04a0-1367-4861-8256-2932450f9ca0,,
a6be6f3a-8682-499e-b0cc-5a16875b14c0,,
b1f8b4b0-8287-4037-8b40-b518bc83fa1f,,
116a6de9-75f9-409b-8a37-321c6a389efa,,
1ff2c958-1870-4f94-a249-f548736fc249,,
238e92d1-ed38-459c-a1b2-9baded689c51,,
351c9ff3-c3b8-4a4a-8428-92ba8dbeffc4,,
3dc73df0-2731-444f-bd65-182ef426abc2,,
537b66ae-5022-4567-a3d5-d04a6c4983cb,,
6642eb7c-ce9f-44b7-b4ea-62af10931649,,
7ed51e0f-6ea7-4a11-8f6d-0b233ae6d02b,,
9109878c-558d-45ce-87ba-88725d7b6b84,,
923e998a-3e32-4029-8444-8c5675f3b6df,,
99c9c929-fd4e-494d-9c3b-6a544cd7b179,,
71449eb1-d3b3-4961-8e70-ee03198a1a7e,,
7f5f000f-98d1-4460-97e4-9dafc1e4dc91,,
68839381-0248-4054-9041-e71d47cdef51,,
6f07cfee-822c-45e0-bece-91c6d5a6c7a1,,
8d12dadb-6af8-4786-9b7d-fc4ea759c46f,,
94ac71b6-2c34-4c54-b3d8-895f0e5ac265,,
95cadcb4-57c5-4164-aa01-33951b2c38cd,,
46a2abe2-a716-40a2-b8aa-e4fce5e8cc52,,
bc12a178-d10c-47cd-99ec-aa2e3158f546,,
bc8fd8da-eff6-46c9-89c2-7489793c9c09,,
bacbb056-dd92-459c-a983-237679469d83,,
f2f0c81c-3015-4b5f-af0b-05de9285c0eb,,
c3f66814-ab84-419c-82c4-9b7f5d01ed0d,,
a0b9e888-0dcf-4dfd-bf7c-cd7cdeb9bfa2,,
0ee6db51-f822-4e10-a6b8-a59697f4c01b,,
34a48b5d-1aab-4424-9fd5-123797c0bdfb,,
508637ab-7b89-4329-91e1-69bf02e5907c,,
4cabd7c2-3303-4488-8de3-4f16fc638454,,
b3e297c8-98c2-42c9-a59f-2b2ff69aa105,,
ebb751f5-c217-4d90-88bb-d0cc16410dca,,
0986363e-1e1e-4026-9c51-c0c2c0b7dc05,,
16ae9804-8acb-4e2f-bd27-7f9ec7dc1bc0,,
3940341c-4ea8-47a8-b4da-59b90ebe98db,,
664cb200-ad31-40eb-bcad-c08faddbcb30,,
ac917059-8ef3-4e12-a29b-62a8387b9576,,
1602e796-2442-430c-bb5a-7a2246dfb149,,
6fb4f018-2567-468c-b08b-355e6b192bde,,
f9a52eca-50ba-4745-9b4f-815edfc8f9ff,,
1d57c02f-8e56-437a-9ecd-28c1e108bbfe,,
25cdb209-29db-4050-bc65-276944bfd488,,
34bcff00-2a3d-4bf3-a5a1-93b961406c96,,
cf7ec070-5d59-452c-8573-a9bf31103264,,
b2102f7a-19f5-4937-81bb-d101d63ca2c6,,
25f3c29f-d342-40c1-9a20-8d99b150fbae,,
915f9c1d-8a20-49eb-850b-a23b341e7406,,
d378b910-6272-4c77-80a0-e5fcfb306ce6,,
b7d2a99e-68c2-4600-b7b6-b82ff4b87213,,
c7fb41fb-1464-4f72-be5b-5b0797c0cd30,,
da71ee39-6e09-453a-a6c5-52bf6db72056,,
e2eb99c0-a4ef-4d4c-9b90-76c69daed6a0,,
efce3b89-2546-46c6-b009-47172dc9dc68,,
c1367c51-7478-411d-b21d-dc7c655623c8,,
e84ce7df-40f2-40a8-b355-33efe43f19f2,,
ebde7df3-7b61-46c2-b878-7e411d38adcd,,
82bf8fec-4ce9-433d-a567-ed4085d28855,,
2a01255c-35eb-4f30-892d-17e7dfea60cb,,
66b68481-e38f-4e27-aaab-5a1cc69a4d19,,
701b9417-436e-4d08-b54b-e105dbe137a9,,
c346382f-2872-4a99-bfb1-71d36b0c0931,,
d4427a51-9d63-4157-ba43-ed0d0ceef0ce,,
d4febf6f-2634-4e67-a849-3b221e590965,,
5e34159f-8f4e-41a9-9d0c-4d803e3665a8,,
902af124-e5b0-4d00-ad32-7a4e041466c7,,
3553d8d2-cb30-4fd9-96a2-f91c24b7c0e3,,
b2c234b2-83d6-4c5d-9f10-d09cea2a6764,,
84405a35-f232-4818-a5e2-1f98f3aed19e,,
4bce7600-a735-4d0b-a580-3686fff3683f,,
4df28fa0-27d7-4805-9163-9dd2e861bd68,,
064864a7-e1cc-4ad7-8cf5-f4a8531a5c1c,,
0347b99c-70ee-4b70-b496-ae13ddb59f6a,,
06f1ab2b-bd18-490e-b77f-a221d6e159d8,,
22d4b616-8d00-457a-8d87-1879ee2aa108,,
37d8446b-7461-47e3-b31c-16d669d0b4d5,,
d2595f26-7335-476a-a6b2-50580f61d9a6,,
234dad3f-3086-404f-9a4c-67fb22db2b50,,
896ce4b3-5ff9-42fd-a8b5-3ade93091364,,
89902415-2cc3-4abe-8172-df27236aadf1,,
8cb1909c-2aca-472a-9d9f-de50f4839e1f,,
68672f50-6030-4ebc-b0cf-da9af3c671f3,,
6bbaec2e-5d29-4cdb-996b-8be1094141f8,,
05756153-0d90-42ca-af6c-43bdbb856112,,
452deff1-c8c0-4ac7-97eb-26b894e5a12a,,
82eddb80-f719-48dd-a758-4e6d59daa710,,
aa1484b0-cb55-40a3-bc90-d8c6c70b8977,,
ba615231-c561-4c20-ad7a-05db8216cc2d,,
ca1b6a70-bf52-477a-8a78-a44f39c3678c,,
e7dac347-df9a-4087-bac0-48ac2aea13d2,,
b7b10885-9c27-48e0-ab11-1a13ac092c42,,
ef27fe62-7ccd-42a5-bacb-ba5f2e829ecf,,
fdcc6ca8-19b1-4b56-8a4d-ddd50320ed89,,
82e1b7e9-6b7a-42d3-b7c3-abbde0919689,,
93ab7582-5be0-4ac8-baea-f16ad35ba0ff,,
06823c1f-45ba-43f8-87c9-7106340cfbe2,,
2c362021-e0b8-442d-aa70-43ee837ca659,,
443e007f-5654-4d1a-9997-0cf32240e5be,,
555cd2f1-4e69-4889-9a62-0bfa47ee7458,,
13cfc313-946e-4825-8a07-9d0c6b2c9dcd,,
6faf3b4e-ab57-4b78-9981-eeb29e074655,,
795d615f-7846-42dd-817f-21aee763aee4,,
d6152e73-0969-446f-b1eb-429cc198a3d3,,
19bfcdab-6f77-4664-ac9b-d87976d74c73,,
43576411-b8e4-4166-b959-95f6a6c51653,,
8f29fd09-9a64-4601-8ab4-4b2ef300033e,,
58d5bf0d-0bbd-46c8-bc36-ac235c24fa85,,
7a9a2256-093e-4be7-ba91-affe774e5bb8,,
ae35fdb4-0180-4f51-baa8-3d900340aef3,,
632c6313-5662-4863-a419-b74c386bf299,,
71e22f65-ce2c-4896-9212-85d6f85e734b,,
cf047973-9490-40a6-aaa8-1a1a15f58c29,,
12fc2989-fb2e-4fac-bc2a-cb600f7d39c5,,
bc6dcb35-7d38-44e1-9ce8-08bf1545b252,,
f1ab7fcc-1ce1-4c7e-bedb-6786d3aba45e,,
1c81a1b0-ed7f-4961-aa8d-722f1acca72c,,
6b46777d-78d5-4c3d-8f5d-4444147a8597,,
827a652e-8585-41b9-a323-96089b4fa7bc,,
2961777a-a6d4-4167-b8dd-375764f69249,,
8e9166fe-f4cd-4e76-b629-8583a6ad5319,,
ad1a10d9-57b8-446e-863c-bc17e282b488,,
b634f383-6d36-46e2-b8cd-01ca5b8ed1a2,,
cb49ceee-0a02-4f38-b361-c2b30adae744,,
de41c98e-b9fa-4cc7-99ba-747af0224435,,
df9434e2-a3ce-4d09-9dc2-d4e6a935f16d,,
bd7dbc14-fe42-460d-982f-caa59833458e,,
e942855e-6f69-42f3-969f-012b8e50b413,,
eb8b19c1-74fa-45b1-a390-a2412f1bc929,,
bdbf190b-5638-4b35-a5e1-7aba3d7f0cae,,
372eafe5-3446-44fc-acfb-48dd11a092b4,,
f2f6d667-5451-4372-8650-5272b8113ec7,,
6254eaf3-b47b-4e1d-841f-550790dd9568,,
65457d84-d608-4d19-a3bd-7e3e1bd9da51,,
8248fb4b-dbbe-49ea-89fb-6c597ee08ce1,,
1b57a8c9-7d7e-4823-8ab3-53e9ab46bbb0,,
1e9ea462-95d8-4fd5-8747-b7077a3b262f,,
529ea89a-2175-4b55-aa8f-2ec125e83e4a,,
5f34053e-348b-4f64-bf10-dd046f33a27f,,
cb33d442-ca3f-4199-93b5-f4153fb6155a,,
cd2bef52-954c-4742-a6ee-c9e68d8fad7d,,
46b83b65-2b11-4f05-a474-4e607fb2156c,,
b9ad4de2-ccad-40da-a10e-4ac1d5023822,,
e6a6a931-d9d9-4908-97f6-47831dffbef8,,
a7081a80-b90f-435a-aaf4-d44559769963,,
7d5b603a-8ad6-4a03-96eb-09dfd0bd25d4,,
97e1e2f5-4e2a-4c03-baa2-81de1a94ed79,,
7a1a49e5-2281-448d-a7e8-c29cf8b05ac1,,
acced7a5-adf3-4af0-b3ff-64dde5903ec3,,
185d1647-a6a4-46db-ad3c-662e28395013,,
258cba1f-33a0-43e5-80aa-7803f4fb9516,,
455e6723-5819-466b-92f6-0ac91b804ff2,,
ba081753-7ed1-41e6-9df3-2858f71152ec,,
c5f3ad05-7ab7-4428-b212-faec0cc8f1be,,
f646c48e-b9e5-498b-b0de-0a29ea459cb8,,
e77524b4-c814-47b6-bb93-95c9bc045f29,,
fe3de657-c226-4240-8372-65ac09f8a6f1,,
be1a9cf9-5614-4a66-8a1f-992ec46efcf7,,
d4d12916-6517-4500-b0dd-24062d9dec1c,,
d78fbce3-981f-4eca-bb47-61e9f540ae4f,,
db2c8800-4838-42b6-866e-be8494c1e824,,
bf5749e9-4dc6-4bf3-bf4f-0a8b4b61d7b1,,
f44f51ff-998c-4107-8711-04e46506bb32,,
a5ee9148-fd5e-4499-8291-736b0c7216e5,,
aa07cb42-ceb3-49c4-838e-f757ae58c379,,
85e3a7f7-fa6c-494f-8494-cc779dcdb310,,
a17648b9-2664-4191-b1f4-ae041d3ae9b1,,
3eeac583-a653-445f-8f6b-1eb8b10eb8e8,,
5399c802-a4fa-4b8d-9b75-6c7955d7b35d,,
928cec5d-5298-467e-96c4-02010d759aeb,,
940cdc2d-bc84-439a-baa1-52d10a840ca6,,
cb7cf22b-e8c4-470f-9146-a9eef68e36d9,,
07629329-edc1-47fe-8e54-564d3806b3d2,,
12e62acc-9ca1-4870-b752-047bc9bc6ed5,,
fe822720-ba7f-4173-b4e6-4a8b64737d8a,,
28f60d93-920c-4b79-b349-1dea244c39c7,,
4f7506a7-8d35-4df1-b1d1-b794eac81fa6,,
9f2b8237-0a3e-40ec-8c2f-75962f1e611a,,
5c69f8fa-e352-4c11-980f-bb0929c94c9b,,
ede59516-7cbe-4e5a-b1f2-34a27b283195,,
f443df12-c764-4a5a-83ee-a54def7647e0,,
2bf1e53c-628b-427c-92d2-1c95eee388b4,,
55f68fe4-85b6-433d-bd24-fc4b53ff529e,,
1c944f23-64aa-4196-b110-d0daad0dbc04,,
21aa3c7c-dc9e-4365-a06a-1793e1353644,,
eb05780b-25ae-419f-9bab-1385bfaf852c,,
ccbac600-8856-43cb-8edb-e7c874405146,,
43891ce5-6d2f-4148-b88d-fa5c4ea78af0,,
f805536d-407f-4727-a4c1-0c0bc2bdd426,,
73ae0bc6-9bcc-4825-a07c-4b443aa1309d,,
7e781340-2741-48fc-9d59-5be772723045,,
659f796b-83c1-451c-89d2-34e39b3b44a4,,
9c40a6c3-25ee-4b1a-aa72-310057457f86,,
8c2c9bb3-b219-4421-82c3-2701a2703615,,
fba2246c-c467-46b5-ad27-cf973fcd1808,,
468c4d78-2d3c-4455-9de8-00ea366d94e3,,
58e4b926-e4ea-41b4-88e5-a315c1ec5330,,
cbc0b1d5-320f-47d1-9915-db4fd6a89fb0,,
169da7ea-a1bc-439d-91e6-79f01721f625,,
2d98487f-0069-41b7-bf9f-2b90fd9375be,,
6b64b830-1688-4c69-bb09-cc8a32bc52fd,,
c243151d-cf69-47d8-8da1-217affc86b11,,
fc782da4-30e1-4681-be82-75c897981d54,,
16f96fed-3539-4ca6-92c5-4d0de3700920,,
1178d5fc-87e6-44d4-b948-2fa4ebf3afe0,,
3d3da510-cd9e-4b32-9e12-d4de6ab36679,,
91e30527-b37d-469d-97cb-ec0127e1d0b0,,
6bfd9965-a970-454c-ad78-b27706ee9a62,,
71d0a9ae-f326-4e50-a893-7b84ef29c2d6,,
9b7940d4-32b2-46a4-aa04-73b413a32685,,
34c0adfb-ff90-46d8-b90a-4d7b7253ad2d,,
8a38d592-a7d4-4301-b914-8e8d0a95dc25,,
02d17522-3540-4434-9de1-05708b905f0c,,
2c92ff5e-dcd6-42e1-ac4c-d6e62ae91c42,,
2f736034-dddc-418f-8913-8b6ed5b6e03f,,
b68adcfe-42c5-4331-bee6-54fc2abd0f8f,,
6096e473-6146-4939-ba1b-7e1923e5d68e,,
0bba63a1-1b3a-40fd-ab77-6f388f8e2bb2,,
08db0cdd-1a9c-4886-859c-a3985efba627,,
0affbf2b-ff73-485d-ace7-ea91e136c20a,,
4b0c1a39-745c-41b5-87b7-8f1b5517a113,,
8599d319-f1c7-4dcc-85c2-526625947011,,
64a084e8-98a2-4e65-bfec-8bb05f9ac47e,,
d1be615f-6861-4fcd-80a5-cd0bf17f664f,,
f4ef3e05-acaa-41cf-aee8-86efa64ef7e3,,
3fed4eec-351d-4e2e-afc9-7ff76ede075a,,
c4b07c00-52f8-4078-995f-44bd66122103,,
903ecbab-0f4d-4d95-9044-121a6b5bdf8e,,
31104521-021d-40aa-9b0c-7dfe0ee77213,,
45285e86-b843-4cf4-aebb-670add79ccc2,,
5669e132-7ea0-4798-82c8-e5cd96e72cca,,
6cac3eab-95d2-45c6-a2ed-0ebe357cd489,,
781a8114-042e-4381-aba2-5d8237edf8fa,,
6312481c-0498-42d0-9531-2fa8119f297f,,
32b6b2a7-2b15-4423-ac26-48e84b1b7f7e,,
488ab537-60a3-4418-b92a-fffa8ae22d4c,,
17616a95-36ff-4541-81dd-2af9a5ca0504,,
56c8809a-2f24-4267-971f-d81029d390c2,,
60838104-d19b-4c2f-a954-52c0425cc4e6,,
9a24cfb5-c8b6-40c0-9105-bc50f8c7a435,,
91381533-1d3a-4209-bf4a-6d31bed7825e,,
407d3b73-e0d5-42ea-9b87-1c7c7ad6b67d,,
6d948b28-3628-4f46-8850-b7cae92ad40e,,
ca5441d0-7258-4678-99ba-d5067b94e680,,
d5d6b3e4-2096-4096-912f-3afd4ae64a93,,
238e92d1-ed38-459c-a1b2-9baded689c51,,
3dc73df0-2731-444f-bd65-182ef426abc2,,
537b66ae-5022-4567-a3d5-d04a6c4983cb,,
5e01b634-1c1f-4cbc-aa8a-30ac71b19e81,,
8ce939a6-b88c-4b6d-8494-dc9f772154c6,,
01f4d00f-9302-47de-9d7a-5ee17052527f,,
68839381-0248-4054-9041-e71d47cdef51,,
8d12dadb-6af8-4786-9b7d-fc4ea759c46f,,
70dbc92c-1572-42e7-9cc3-2c12a3539952,,
837a496f-0499-4792-b565-0a1354d22c5d,,
e58e6963-606c-4e8b-ba4b-e4fb476b24a2,,
028aecb4-0375-4e51-91d1-de5a7546b8be,,
4c3cdcc3-0c3e-47eb-a855-4af914a6c9ca,,
b4f3ed67-0bbd-4d3a-b87e-6cab8df9bbab,,
f34faec2-c580-4601-8b14-4c00e6a963bd,,
7f5f000f-98d1-4460-97e4-9dafc1e4dc91,,
25ef2a5c-88a8-4ca8-ab07-7f6ff16109cc,,
3fa3d5cc-e634-46d4-a564-b3d9d204b846,,
6d221beb-fa80-4cd1-ac6f-47becd08051a,,
7ed51e0f-6ea7-4a11-8f6d-0b233ae6d02b,,
923e998a-3e32-4029-8444-8c5675f3b6df,,
c1cb0e3a-4db7-4878-8e32-51e69444c687,,
2ffac9e8-9c6a-4152-aea9-e39e3afb59ad,,
3ae74086-7310-45d3-a720-5cb2f99bdcc1,,
4227be34-a4e5-42e3-8bcc-b51bd4075127,,
23755b98-7842-4c0f-8b7c-cb2cb794b660,,
8119113f-f566-41e6-8f0d-c364d69cffc4,,
828637ec-35f9-47e2-969c-0ae9897b669b,,
aa865f8f-5abe-4164-ac4e-85d23ca46392,,
2096e604-80be-4718-a3a3-03f7320aca6f,,
7f5dcde9-80fd-4371-830a-59632f4b8124,,
d07c3adf-d0c2-4d4f-a90c-cd0cb8a1ddbe,,